,initial-vals,decisions,info-levels,received-count,failed-count,key,is-correct-answer,reason
265,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[4, 4, 4]",True,-
266,"[1, 1, 1]","[0, 0, 0]","[1, 0, 1]",11,19,"[2, 2, 2]",True,-
267,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",14,16,"[4, 4, 4]",True,-
268,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",21,9,"[5, 5, 5]",True,-
269,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[4, 4, 4]",True,-
270,"[1, 1, 1]","[1, 1, 1]","[3, 2, 2]",18,12,"[2, 2, 2]",True,-
271,"[1, 1, 1]","[1, 1, 1]","[2, 1, 2]",12,18,"[1, 1, 1]",True,-
272,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",17,13,"[4, 4, 4]",True,-
273,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",12,18,"[3, 3, 3]",True,-
274,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",13,17,"[1, 1, 1]",True,-
275,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",15,15,"[2, 2, 2]",False,Agreement
276,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",14,16,"[1, 1, 1]",True,-
277,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
278,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
279,"[1, 1, 1]","[1, 0, 0]","[2, 1, 1]",11,19,"[2, 2, 2]",False,Agreement
280,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",17,13,"[5, 5, 5]",True,-
281,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
282,"[1, 1, 1]","[1, 1, 0]","[3, 3, 2]",20,10,"[3, 3, 3]",False,Agreement
283,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",17,13,"[1, 1, 1]",True,-
284,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
285,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[1, 1, 1]",True,-
286,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",17,13,"[2, 2, 2]",True,-
287,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",20,10,"[5, 5, 5]",True,-
288,"[1, 1, 1]","[1, 1, 1]","[3, 2, 3]",18,12,"[1, 1, 1]",True,-
289,"[1, 1, 1]","[0, 1, 0]","[1, 2, 1]",12,18,"[2, 2, 2]",False,Agreement
290,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[4, 4, 4]",True,-
291,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",16,14,"[4, 4, 4]",True,-
292,"[1, 1, 1]","[0, 1, 0]","[2, 3, 2]",18,12,"[3, 3, 3]",False,Agreement
293,"[1, 1, 1]","[1, 1, 1]","[3, 2, 2]",17,13,"[2, 2, 2]",True,-
294,"[1, 1, 1]","[0, 1, 0]","[1, 2, 1]",13,17,"[2, 2, 2]",False,Agreement
295,"[1, 1, 1]","[1, 1, 1]","[3, 3, 2]",18,12,"[1, 1, 1]",True,-
296,"[1, 1, 1]","[1, 0, 0]","[1, 0, 0]",7,23,"[1, None, None]",False,Agreement
297,"[1, 1, 1]","[1, 1, 1]","[3, 2, 3]",13,17,"[1, 1, 1]",True,-
298,"[1, 1, 1]","[1, 1, 1]","[3, 4, 3]",23,7,"[1, 1, 1]",True,-
299,"[1, 1, 1]","[0, 0, 0]","[0, 1, 1]",12,18,"[3, 3, 3]",True,-
300,"[1, 1, 1]","[1, 1, 0]","[2, 2, 1]",13,17,"[2, 2, 2]",False,Agreement
301,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",8,22,"[2, 2, 2]",True,-
302,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
303,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",18,12,"[1, 1, 1]",True,-
304,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
305,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",19,11,"[3, 3, 3]",True,-
306,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
307,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",12,18,"[2, 2, 2]",False,Agreement
308,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",19,11,"[1, 1, 1]",True,-
309,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",15,15,"[5, 5, 5]",True,-
310,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[4, 4, 4]",True,-
311,"[1, 1, 1]","[1, 1, 1]","[1, 2, 1]",14,16,"[1, 1, 1]",True,-
312,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",18,12,"[2, 2, 2]",True,-
313,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[5, 5, 5]",True,-
314,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[4, 4, 4]",True,-
315,"[1, 1, 1]","[1, 1, 1]","[2, 3, 2]",16,14,"[2, 2, 2]",True,-
316,"[1, 1, 1]","[0, 0, 0]","[1, 0, 1]",10,20,"[4, 4, 4]",True,-
317,"[1, 1, 1]","[1, 0, 1]","[3, 2, 3]",18,12,"[3, 3, 3]",False,Agreement
318,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",14,16,"[3, 3, 3]",True,-
319,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",17,13,"[1, 1, 1]",True,-
320,"[1, 1, 1]","[0, 0, 1]","[2, 2, 3]",11,19,"[3, 3, 3]",False,Agreement
321,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[4, 4, 4]",True,-
322,"[1, 1, 1]","[1, 0, 0]","[2, 1, 1]",13,17,"[2, 2, 2]",False,Agreement
323,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[2, 2, 2]",True,-
324,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",18,12,"[4, 4, 4]",True,-
325,"[1, 1, 1]","[1, 1, 1]","[1, 2, 2]",12,18,"[1, 1, 1]",True,-
326,"[1, 1, 1]","[1, 1, 0]","[2, 2, 1]",10,20,"[2, 2, 2]",False,Agreement
327,"[1, 1, 1]","[0, 0, 0]","[1, 0, 1]",12,18,"[3, None, 3]",True,-
328,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",10,20,"[3, 3, 3]",True,-
329,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",17,13,"[4, 4, 4]",True,-
330,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",20,10,"[4, 4, 4]",True,-
331,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[3, 3, 3]",True,-
332,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",17,13,"[3, 3, 3]",True,-
333,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",13,17,"[2, 2, 2]",False,Agreement
334,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",15,15,"[4, 4, 4]",True,-
335,"[1, 1, 1]","[1, 1, 1]","[2, 1, 2]",15,15,"[1, 1, 1]",True,-
336,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",10,20,"[4, 4, 4]",True,-
337,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",15,15,"[2, 2, 2]",False,Agreement
338,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",20,10,"[3, 3, 3]",True,-
339,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[4, 4, 4]",True,-
340,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",17,13,"[4, 4, 4]",True,-
341,"[1, 1, 1]","[1, 0, 1]","[1, 0, 1]",10,20,"[1, 1, 1]",False,Agreement
342,"[1, 1, 1]","[1, 1, 1]","[3, 2, 3]",17,13,"[1, 1, 1]",True,-
343,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
344,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[5, 5, 5]",True,-
345,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",13,17,"[3, 3, 3]",True,-
346,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",19,11,"[5, 5, 5]",True,-
347,"[1, 1, 1]","[1, 1, 1]","[3, 3, 2]",17,13,"[2, 2, 2]",True,-
348,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[5, 5, 5]",True,-
349,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",15,15,"[3, 3, 3]",True,-
350,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",12,18,"[1, 1, 1]",True,-
351,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",13,17,"[5, 5, 5]",True,-
352,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",11,19,"[4, 4, 4]",True,-
353,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",14,16,"[3, 3, 3]",True,-
354,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",16,14,"[3, 3, 3]",True,-
355,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",16,14,"[5, 5, 5]",True,-
356,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
357,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[4, 4, 4]",True,-
358,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[5, 5, 5]",True,-
359,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",20,10,"[5, 5, 5]",True,-
360,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",13,17,"[2, 2, 2]",True,-
361,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",15,15,"[4, 4, 4]",True,-
362,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
363,"[1, 1, 1]","[1, 1, 1]","[3, 3, 2]",18,12,"[2, 2, 2]",True,-
364,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
365,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",18,12,"[4, 4, 4]",True,-
366,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
367,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
368,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",19,11,"[5, 5, 5]",True,-
369,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",21,9,"[5, 5, 5]",True,-
370,"[1, 1, 1]","[0, 0, 0]","[2, 3, 3]",17,13,"[4, 4, 4]",True,-
371,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[1, 1, 1]",True,-
372,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",19,11,"[5, 5, 5]",True,-
373,"[1, 1, 1]","[1, 1, 1]","[2, 3, 2]",14,16,"[1, 1, 1]",True,-
374,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
375,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
376,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",20,10,"[2, 2, 2]",False,Agreement
377,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",18,12,"[4, 4, 4]",True,-
378,"[1, 1, 1]","[0, 0, 0]","[0, 1, 1]",11,19,"[2, 2, 2]",True,-
379,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",11,19,"[3, 3, 3]",True,-
380,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",19,11,"[4, 4, 4]",True,-
381,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",18,12,"[4, 4, 4]",True,-
382,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",15,15,"[5, 5, 5]",True,-
383,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
384,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
385,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",16,14,"[4, 4, 4]",True,-
386,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",12,18,"[3, 3, 3]",True,-
387,"[1, 1, 1]","[0, 0, 0]","[2, 3, 3]",19,11,"[4, 4, 4]",True,-
388,"[1, 1, 1]","[0, 1, 0]","[2, 3, 2]",15,15,"[3, 3, 3]",False,Agreement
389,"[1, 1, 1]","[1, 1, 0]","[2, 2, 1]",14,16,"[2, 2, 2]",False,Agreement
390,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[4, 4, 4]",True,-
391,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",15,15,"[3, 3, 3]",True,-
392,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",11,19,"[5, 5, 5]",True,-
393,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
394,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[4, 4, 4]",True,-
395,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",15,15,"[3, 3, 3]",True,-
396,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",13,17,"[5, 5, 5]",True,-
397,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",13,17,"[1, 1, 1]",True,-
398,"[1, 1, 1]","[0, 0, 0]","[1, 2, 1]",13,17,"[3, 3, 3]",True,-
399,"[1, 1, 1]","[0, 0, 0]","[3, 3, 3]",19,11,"[4, 4, 4]",True,-
400,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",13,17,"[2, 2, 2]",True,-
401,"[1, 1, 1]","[0, 1, 0]","[0, 1, 0]",9,21,"[1, 1, 1]",False,Agreement
402,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
403,"[1, 1, 1]","[0, 1, 0]","[2, 3, 2]",19,11,"[3, 3, 3]",False,Agreement
404,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[5, 5, 5]",True,-
405,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",20,10,"[5, 5, 5]",True,-
406,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",12,18,"[5, 5, 5]",True,-
407,"[1, 1, 1]","[0, 1, 1]","[2, 3, 3]",17,13,"[3, 3, 3]",False,Agreement
408,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",16,14,"[4, 4, 4]",True,-
409,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[5, 5, 5]",True,-
410,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",14,16,"[2, 2, 2]",False,Agreement
411,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",14,16,"[5, 5, 5]",True,-
412,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[1, 1, 1]",True,-
413,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
414,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",12,18,"[2, 2, 2]",False,Agreement
415,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",14,16,"[4, 4, 4]",True,-
416,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
417,"[1, 1, 1]","[1, 0, 1]","[3, 2, 3]",18,12,"[3, 3, 3]",False,Agreement
418,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",15,15,"[5, 5, 5]",True,-
419,"[1, 1, 1]","[1, 0, 1]","[3, 2, 3]",19,11,"[3, 3, 3]",False,Agreement
420,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",14,16,"[4, 4, 4]",True,-
421,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",17,13,"[4, 4, 4]",True,-
422,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",17,13,"[5, 5, 5]",True,-
423,"[1, 1, 1]","[0, 0, 0]","[3, 3, 3]",19,11,"[5, 5, 5]",True,-
424,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[1, 1, 1]",True,-
425,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]",15,15,"[2, 2, 2]",False,Agreement
426,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[4, 4, 4]",True,-
427,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
428,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
429,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",15,15,"[2, 2, 2]",False,Agreement
430,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",15,15,"[5, 5, 5]",True,-
431,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",14,16,"[2, 2, 2]",True,-
432,"[1, 1, 1]","[1, 1, 1]","[3, 3, 2]",18,12,"[2, 2, 2]",True,-
433,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",13,17,"[2, 2, 2]",False,Agreement
434,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
435,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",12,18,"[2, 2, 2]",False,Agreement
436,"[1, 1, 1]","[1, 1, 1]","[1, 1, 2]",18,12,"[1, 1, 1]",True,-
437,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",14,16,"[5, 5, 5]",True,-
438,"[1, 1, 1]","[1, 1, 1]","[2, 3, 3]",16,14,"[1, 1, 1]",True,-
439,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",9,21,"[5, 5, 5]",True,-
440,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
441,"[1, 1, 1]","[0, 0, 0]","[1, 0, 0]",10,20,"[3, None, None]",True,-
442,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",19,11,"[1, 1, 1]",True,-
443,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
444,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",20,10,"[3, 3, 3]",True,-
445,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",17,13,"[5, 5, 5]",True,-
446,"[1, 1, 1]","[0, 0, 0]","[0, 1, 1]",10,20,"[5, 5, 5]",True,-
447,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",14,16,"[5, 5, 5]",True,-
448,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]",14,16,"[2, 2, 2]",False,Agreement
449,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
450,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",18,12,"[1, 1, 1]",True,-
451,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[4, 4, 4]",True,-
452,"[1, 1, 1]","[0, 0, 0]","[3, 3, 2]",21,9,"[4, 4, 4]",True,-
453,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[4, 4, 4]",True,-
454,"[1, 1, 1]","[1, 1, 1]","[3, 3, 2]",16,14,"[2, 2, 2]",True,-
455,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",12,18,"[3, 3, 3]",True,-
456,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",18,12,"[5, 5, 5]",True,-
457,"[1, 1, 1]","[1, 1, 1]","[2, 3, 3]",22,8,"[1, 1, 1]",True,-
458,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",12,18,"[2, 2, 2]",False,Agreement
459,"[1, 1, 1]","[0, 1, 0]","[2, 3, 2]",17,13,"[3, 3, 3]",False,Agreement
460,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[4, 4, 4]",True,-
461,"[1, 1, 1]","[1, 1, 1]","[1, 1, 2]",12,18,"[1, 1, 1]",True,-
462,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
463,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",14,16,"[1, 1, 1]",True,-
464,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",12,18,"[3, 3, 3]",True,-
465,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",22,8,"[2, 2, 2]",True,-
466,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",12,18,"[3, 3, 3]",True,-
467,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",11,19,"[5, 5, 5]",True,-
468,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
469,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",15,15,"[5, 5, 5]",True,-
470,"[1, 1, 1]","[0, 0, 0]","[1, 0, 1]",7,23,"[2, None, 2]",True,-
471,"[1, 1, 1]","[1, 1, 1]","[2, 3, 3]",19,11,"[1, 1, 1]",True,-
472,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",14,16,"[5, 5, 5]",True,-
473,"[1, 1, 1]","[1, 1, 1]","[3, 2, 3]",17,13,"[1, 1, 1]",True,-
474,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",15,15,"[2, 2, 2]",False,Agreement
475,"[1, 1, 1]","[0, 1, 1]","[1, 2, 2]",17,13,"[2, 2, 2]",False,Agreement
476,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",15,15,"[5, 5, 5]",True,-
477,"[1, 1, 1]","[0, 0, 0]","[3, 3, 2]",18,12,"[4, 4, 4]",True,-
478,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",18,12,"[4, 4, 4]",True,-
479,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",10,20,"[4, 4, 4]",True,-
480,"[1, 1, 1]","[0, 0, 0]","[3, 3, 2]",16,14,"[4, 4, 4]",True,-
481,"[1, 1, 1]","[1, 1, 1]","[3, 3, 3]",20,10,"[1, 1, 1]",True,-
482,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",14,16,"[4, 4, 4]",True,-
483,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[4, 4, 4]",True,-
484,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[3, 3, 3]",True,-
485,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[4, 4, 4]",True,-
486,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
487,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
488,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[4, 4, 4]",True,-
489,"[1, 1, 1]","[1, 0, 1]","[3, 2, 3]",19,11,"[3, 3, 3]",False,Agreement
490,"[1, 1, 1]","[0, 1, 1]","[2, 3, 3]",17,13,"[3, 3, 3]",False,Agreement
491,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",18,12,"[4, 4, 4]",True,-
492,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[4, 4, 4]",True,-
493,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",11,19,"[4, 4, 4]",True,-
494,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[5, 5, 5]",True,-
495,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[5, 5, 5]",True,-
496,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",13,17,"[2, 2, 2]",True,-
497,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[4, 4, 4]",True,-
498,"[1, 1, 1]","[1, 1, 1]","[2, 3, 2]",17,13,"[2, 2, 2]",True,-
499,"[1, 1, 1]","[1, 1, 1]","[3, 2, 2]",16,14,"[1, 1, 1]",True,-
500,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",16,14,"[5, 5, 5]",True,-
501,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]",10,20,"[2, 2, 2]",False,Agreement
502,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",21,9,"[5, 5, 5]",True,-
503,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[4, 4, 4]",True,-
504,"[1, 1, 1]","[1, 0, 0]","[3, 2, 2]",17,13,"[3, 3, 3]",False,Agreement
505,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
506,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[3, 3, 3]",True,-
507,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
508,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",14,16,"[4, 4, 4]",True,-
509,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",13,17,"[3, 3, 3]",True,-
510,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",10,20,"[1, 1, 1]",True,-
511,"[1, 1, 1]","[1, 0, 0]","[2, 1, 1]",11,19,"[2, 2, 2]",False,Agreement
512,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[5, 5, 5]",True,-
513,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[5, 5, 5]",True,-
514,"[1, 1, 1]","[1, 1, 0]","[3, 3, 2]",22,8,"[3, 3, 3]",False,Agreement
515,"[1, 1, 1]","[1, 1, 1]","[2, 1, 2]",11,19,"[1, 1, 1]",True,-
516,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",10,20,"[2, 2, 2]",False,Agreement
517,"[1, 1, 1]","[0, 0, 0]","[3, 3, 2]",16,14,"[5, 5, 5]",True,-
518,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[5, 5, 5]",True,-
519,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",12,18,"[4, 4, 4]",True,-
520,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",18,12,"[2, 2, 2]",True,-
521,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
522,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[4, 4, 4]",True,-
523,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
524,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[5, 5, 5]",True,-
525,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",16,14,"[5, 5, 5]",True,-
526,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",18,12,"[5, 5, 5]",True,-
527,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",12,18,"[3, 3, 3]",True,-
528,"[1, 1, 1]","[1, 0, 0]","[2, 1, 1]",13,17,"[2, 2, 2]",False,Agreement
529,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",17,13,"[4, 4, 4]",True,-
530,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",15,15,"[2, 2, 2]",True,-
